"PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1422614_s_at","Bloc1s1","14533","biogenesis of lysosomal organelles complex-1, subunit 1",-1.23631640362062,4.32302448285568,-5.25776343290384,7.23270216579253e-05,0.00399139315129809,1.77182806681866
"1422614_s_at","Rdh5","19682","retinol dehydrogenase 5",-1.23631640362062,4.32302448285568,-5.25776343290384,7.23270216579253e-05,0.00399139315129809,1.77182806681866
"1422635_at","Ache","11423","acetylcholinesterase",-1.01514299397814,2.68765484680119,-4.32626521831354,0.000495708327817952,0.0109851358603801,-0.0966274866187744
"1422695_at","Ttyh1","57776","tweety family member 1",-1.58311446419892,5.37675656797824,-3.64047703931869,0.00213034264185908,0.0241260723029631,-1.50469538223868
"1422732_at","Poldip2","67811","polymerase (DNA-directed), delta interacting protein 2",-1.25915825909578,4.13461669424463,-3.76836114533228,0.00162134779754566,0.0207257713374396,-1.24204686035774
"1422903_at","Ly86","17084","lymphocyte antigen 86",-1.48544293991296,4.37508291547642,-5.62968068119489,3.44597036379045e-05,0.00268856984314216,2.49104183443821
"1423095_s_at","Crbn","58799","cereblon",2.23065429828011,5.05897126213024,5.10170108440879,9.92181716751077e-05,0.0046002261318053,1.46489450291625
"1423114_at","Ube2d3","66105","ubiquitin-conjugating enzyme E2D 3",1.66407370006324,3.48505375349885,4.20943459254569,0.000634490509864916,0.0125709126761853,-0.335766538274348
"1423142_a_at","Gtpbp4","69237","GTP binding protein 4",1.49972476124049,3.45073587488141,3.58804434061386,0.0023827105293738,0.0256231979266215,-1.61221376412404
"1423233_at","Cebpd","12609","CCAAT/enhancer binding protein (C/EBP), delta",-1.86569896776366,2.31554753855128,-4.26000180297053,0.000570136127127831,0.011856525746686,-0.232180755377714
"1423253_at","Mpz","17528","myelin protein zero",3.1641137260673,6.17837414000148,4.78979553370106,0.000188166333736806,0.00636706481698845,0.843344039356615
"1423260_at","Id4","15904","inhibitor of DNA binding 4",-1.53835665723647,6.02381177163997,-3.8382575417358,0.00139672182872545,0.0189461799141139,-1.09834373653722
"1423328_at","Gdap1","14545","ganglioside-induced differentiation-associated-protein 1",2.09132086603749,4.71349433319837,3.68978843647757,0.00191744042225013,0.0224930762182858,-1.40347721861346
"1423371_at","Pole4","66979","polymerase (DNA-directed), epsilon 4 (p12 subunit)",1.34154650842574,3.45804435437595,4.11712372982236,0.000771589859898588,0.0138868204170699,-0.52512762448332
"1423396_at","Agt","11606","angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",-1.27282338894181,4.1796042226221,-4.07472512245688,0.000844262422193155,0.0144714254276836,-0.612195093401477
"1423405_at","Timp4","110595","tissue inhibitor of metalloproteinase 4",-1.38663267393421,4.67966267659938,-3.17832929358928,0.00570161292475154,0.0419663936354679,-2.44555643763896
"1423431_a_at","Mybbp1a","18432","MYB binding protein (P160) 1a",-1.13023591003146,6.03505037318843,-3.32444659316493,0.00418022515712515,0.0352881260563937,-2.15015089990617
"1423486_at","Cript","56724","cysteine-rich PDZ-binding protein",1.30161837386413,4.48090168552838,4.55613965173302,0.000305901746324982,0.00829896032655761,0.37157642161156
"1423502_at","Brd2","14312","bromodomain containing 2",1.06388198973094,3.14203758522204,4.98138682715957,0.000126842160018108,0.00514324500460521,1.22635927930945
"1423537_at","Gap43","14432","growth associated protein 43",-1.02264009846393,2.01245603429145,-3.98530894129501,0.0010210339884045,0.0159104097945181,-0.795952813283947
"1423547_at","Lyz2","17105","lysozyme 2",-2.49189823090783,3.94304593990747,-6.09248246532109,1.4043502258248e-05,0.00165268401306466,3.35971999575947
"1423564_a_at","Paics","67054","phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase",1.31183013394841,3.93840456428726,3.07776650655568,0.00705343026990851,0.0472993636567407,-2.64725341761376
"1423567_a_at","Psma7","26444","proteasome (prosome, macropain) subunit, alpha type 7",1.21158983400752,4.51941368753136,3.98146475667712,0.00102942120573692,0.0159532083568518,-0.803856053796626
"1423569_at","Gatm","67092","glycine amidinotransferase (L-arginine:glycine amidinotransferase)",1.56586951371608,4.44424630551902,3.78207229820231,0.00157459229465753,0.0203587752007343,-1.21386291751592
"1423641_s_at","Cnot7","18983","CCR4-NOT transcription complex, subunit 7",1.0816357676746,4.10262130842539,3.57082457130408,0.0024719408159858,0.0261730601804959,-1.64749641940075
"1423687_a_at","Man2c1","73744","mannosidase, alpha, class 2C, member 1",-1.55898486334998,6.24101382279249,-5.36382455443795,5.84409120509158e-05,0.00367664019894894,1.9787393684723
"1423716_s_at","Atp5d","66043","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",-1.22724263390053,4.6058657836484,-5.5112367701901,4.35549029971e-05,0.00309979840799992,2.26394980388948
"1423754_at","Ifitm3","66141","interferon induced transmembrane protein 3",-1.36803288235832,3.12295785211615,-4.48749225241874,0.000353178263041017,0.00893849147602466,0.232130340702463
"1423763_x_at","Rps28","54127","ribosomal protein S28",-1.03374821189294,9.33962234368718,-3.87503096233261,0.00129138340847188,0.0183060765680853,-1.02272134571111
"1423803_s_at","Nop53","68077","NOP53 ribosome biogenesis factor",-1.35506201702756,6.36680087874285,-3.26216453105688,0.00477224476238221,0.0378070063003011,-2.27636920755241
"1423804_a_at","Idi1","319554","isopentenyl-diphosphate delta isomerase",2.71761898055348,4.92733626818386,5.29708836153312,6.68195682413929e-05,0.00389654523461277,1.84870858033269
"1423809_at","Tcf19","106795","transcription factor 19",-1.21926707698763,4.31349597782188,-5.33899834311568,6.14235832759966e-05,0.00367664019894894,1.93043236115759
"1423819_s_at","Arl6ip1","54208","ADP-ribosylation factor-like 6 interacting protein 1",2.10962602868986,4.72483280872115,4.48110229631925,0.000357941694385183,0.00901869574293891,0.219132827632931
"1423859_a_at","Ptgds","19215","prostaglandin D2 synthase (brain)",-1.98491556206361,9.76713593151529,-4.64372133522419,0.000254810015432456,0.00748744338853863,0.548956637552084
"1423860_at","Ptgds","19215","prostaglandin D2 synthase (brain)",-2.81852020894494,4.76318899267131,-6.47815101169346,6.79473789255989e-06,0.000985498330493975,4.05985319849566
"1423890_x_at","Atp1b1","11931","ATPase, Na+/K+ transporting, beta 1 polypeptide",1.76831511431972,7.92387687599745,3.62647147251854,0.00219501470135025,0.0245610426035899,-1.5334269195807
"1423893_x_at","Apbb1","11785","amyloid beta (A4) precursor protein-binding, family B, member 1",-1.05029513696442,6.15965334645386,-5.92128910989619,1.95091529039322e-05,0.00195607640595637,3.04193507636847
"1423954_at","C3","12266","complement component 3",-1.34518569145112,2.30877288596891,-4.90056376535449,0.000149731100719393,0.00576159164094727,1.06523956828262
"1423956_at","Smap1","98366","small ArfGAP 1",1.06459896716122,4.70614959900073,3.96715353396022,0.00106126101223462,0.0162472834487363,-0.833280060313973
"1423989_at","Tecpr1","70381","tectonin beta-propeller repeat containing 1",-1.06604933725147,6.47310003572945,-4.65155533517248,0.000250687239958587,0.00742414854882591,0.564792360959013
"1424106_at","Jkamp","104771","JNK1/MAPK8-associated membrane protein",1.27577422340891,3.15737913055398,5.50107241496047,4.44429476909245e-05,0.00311029757730023,2.24437471237318
"1424138_at","Rhbdf1","13650","rhomboid 5 homolog 1",-1.50539140990936,3.95361676849571,-5.13893730643666,9.1985977766084e-05,0.00448550588994702,1.53838837592711
"1424139_at","Rap1a","109905","RAS-related protein 1a",1.53748482475935,5.49940506519694,3.53846201296881,0.00264875779162059,0.0272836224182316,-1.71376346841039
"1424165_a_at","Sharpin","106025","SHANK-associated RH domain interacting protein",-1.41085400132283,5.3328419916027,-4.0908449842583,0.000815850262218358,0.014308925913616,-0.579086323826911
"1424215_at","Fundc1","72018","FUN14 domain containing 1",1.2662313843482,5.30965197151986,3.56559051518092,0.0024997181578506,0.026208815124897,-1.65821777863225
"1424251_a_at","Hnrnpdl","50926","heterogeneous nuclear ribonucleoprotein D-like",1.2603474792988,7.55474994501313,3.42201819110609,0.0033957249033885,0.0317620952111246,-1.95164936573172
"1424262_at","Aif1l","108897","allograft inflammatory factor 1-like",1.44664359890067,6.44396507749014,3.17524918750591,0.00573895669787049,0.0420497520226741,-2.45175536910693
"1424313_a_at","Ndufs7","75406","NADH:ubiquinone oxidoreductase core subunit S7",-1.11558773961591,8.52814892998754,-3.16890297181695,0.0058166597963119,0.042391049655306,-2.4645235638801
"1424331_at","Rab40c","224624","Rab40C, member RAS oncogene family",-1.6105123680026,5.36973817778868,-8.46672560475477,2.21009488898488e-07,0.000233322937137303,7.31517526441243
"1424373_at","Armcx3","71703","armadillo repeat containing, X-linked 3",1.43660925083342,4.32728726353245,4.59405383937216,0.00028261014154641,0.00796688698917819,0.448439986001405
"1424394_at","Selenom","114679","selenoprotein M",-1.66365834757723,2.84726422629505,-4.26036466483825,0.000569699091711133,0.011856525746686,-0.23143786228091
"1424424_at","Slc39a1","30791","solute carrier family 39 (zinc transporter), member 1",-1.11843946452734,3.43194331522782,-5.28562997519127,6.83782187304296e-05,0.00393512449872629,1.8263269756721
"1424455_at","Gprasp1","67298","G protein-coupled receptor associated sorting protein 1",1.7365593018129,5.46693490533018,3.13275834728479,0.00627934491477509,0.0442605788291904,-2.53713855793234
"1424468_s_at","Phldb1","102693","pleckstrin homology like domain, family B, member 1",-1.11902090671092,6.26293253213596,-3.34337337429914,0.00401515955211336,0.0345425855612612,-2.11171482968601
"1424470_a_at","Rapgef3","223864","Rap guanine nucleotide exchange factor (GEF) 3",-2.79682743761197,6.67266419739875,-15.0524673327667,5.1106338016795e-11,5.78166001984002e-07,14.6238653595241
"1424497_at","Tmem219","68742","transmembrane protein 219",-1.31789012856909,3.59678713101652,-6.49424462788538,6.59488095437265e-06,0.000981682739958129,4.08858662122126
"1424514_at","Rnf126","70294","ring finger protein 126",-1.42072815166564,4.21916808083453,-4.54518660860705,0.000312988474349269,0.00837077685653257,0.349350561911088
"1424632_a_at","Rev3l","19714","REV3 like, DNA directed polymerase zeta catalytic subunit",1.05267204362846,3.38327609524476,3.76182041718397,0.00164414030677938,0.020744892956988,-1.25549044691724
"1424638_at","Cdkn1a","12575","cyclin-dependent kinase inhibitor 1A (P21)",-1.12518173496996,5.64833778455985,-5.12380458438772,9.48574372780259e-05,0.00449005099550756,1.50853990339303
"1424714_at","Aldoc","11676","aldolase C, fructose-bisphosphate",-1.78972008575237,2.57158968589486,-7.39006445155973,1.3233630397119e-06,0.000396184014845719,5.62612971396732
"1424723_s_at","Cstf3","228410","cleavage stimulation factor, 3' pre-RNA, subunit 3",1.15245006998206,4.31040125004281,5.67880352109488,3.12861554336925e-05,0.00256558490482123,2.58466922260472
"1424776_a_at","Slc25a28","246696","solute carrier family 25, member 28",-1.25210457765776,5.06796916515058,-8.51586844135217,2.04386376961347e-07,0.000233322937137303,7.38826169783909
"1424780_a_at","Reep3","28193","receptor accessory protein 3",-2.0099422424598,4.32501087626008,-3.11074090073026,0.00657871416309855,0.0455477315343537,-2.58128044518998
"1424806_s_at","Tmem214","68796","transmembrane protein 214",-1.3922188919476,4.05339172460137,-4.33571070876575,0.000485933808002995,0.0109074785117815,-0.0773239067211984
"1424820_a_at","Ndfip1","65113","Nedd4 family interacting protein 1",1.04814761524293,8.58631208461185,3.18707090921801,0.00559692567434298,0.0415995145837386,-2.427956456956
"1424827_a_at","Csnk1a1","93687","casein kinase 1, alpha 1",1.56818041875256,6.36376425516265,4.5690733427233,0.000297743866871561,0.00821555211199504,0.397809554844721
"1424862_s_at","Mib2","76580","mindbomb E3 ubiquitin protein ligase 2",-1.56022320470381,4.55953848761137,-6.736206575043,4.22791918077773e-06,0.000784105732658008,4.51587205510539
"1424918_at","Tbc1d19","67249","TBC1 domain family, member 19",1.15861704506291,3.56115146390815,3.08890006584871,0.00688950641814552,0.0466773644703498,-2.62499680817254
"1424922_a_at","Brd4","57261","bromodomain containing 4",-1.07219339997426,4.72767321780098,-3.13301347419629,0.00627595560631485,0.0442605788291904,-2.53662665053587
"1425021_a_at","Pex16","18633","peroxisomal biogenesis factor 16",-1.09389000529423,4.6657186339365,-6.52070864852388,6.27942391284268e-06,0.0009599881449458,4.13575053161013
"1425028_a_at","Tpm2","22004","tropomyosin 2, beta",-1.15405122632826,1.80605741496326,-4.77268817802081,0.00019494671902892,0.0064865653893358,0.808967553402761
"1425148_a_at","Snx6","72183","sorting nexin 6",1.60823646419327,5.56972741973105,3.41499843460923,0.00344692458724204,0.0319369843206136,-1.96595836896726
"1425181_at","Sgip1","73094","SH3-domain GRB2-like (endophilin) interacting protein 1",1.4498447283544,3.6427950719145,3.05253602507011,0.00743917989575562,0.0485348570707516,-2.69761792871812
"1425196_a_at","Hint2","68917","histidine triad nucleotide binding protein 2",-1.27758949770089,5.09584583148604,-4.35704622427788,0.000464569601049629,0.0107322698315624,-0.033739285783513
"1425364_a_at","Slc3a2","17254","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",-1.01175617164674,4.45122904087284,-3.74835811653892,0.00169206931065723,0.0210540695049221,-1.28315771542208
"1425469_a_at",NA,NA,NA,1.36618692174151,10.3110393290093,3.68239309887235,0.00194795750307265,0.022718807455939,-1.41866248287009
"1425492_at","Bmpr1a","12166","bone morphogenetic protein receptor, type 1A",1.40301917641937,3.8312124534082,4.48367339553447,0.000356017232170694,0.00899022979363184,0.224362925711792
"1425568_a_at","Tmem33","67878","transmembrane protein 33",1.42231305333481,2.76927011615014,4.60306335513402,0.000277346614153845,0.00786371490206127,0.466688295984183
"1425632_a_at","Pqlc2","212555","PQ loop repeat containing 2",-1.0945730254235,5.25058480728093,-4.11309725095443,0.000778210581094318,0.0139302156707595,-0.533393958176349
"1425846_a_at","Caln1","140904","calneuron 1",-1.224127305398,3.81448615262327,-4.40497302739465,0.000419992494096027,0.0100697131961441,0.06406912722509
"1425898_x_at","Olfm3","229759","olfactomedin 3",1.52805538201713,3.53593467394139,4.55153376743494,0.000308861643028461,0.00831940897043091,0.362231298107038
"1426011_a_at","Ggnbp2","217039","gametogenetin binding protein 2",2.03099883500744,4.26999247999637,3.77762252972624,0.00158961590219774,0.0204498473002822,-1.22300998918311
"1426195_a_at","Cst3","13010","cystatin C",-1.24062573922691,4.64153040794701,-3.32890986719057,0.00414070445476191,0.0351253220230834,-2.14109018492464
"1426278_at","Ifi27l2a","76933","interferon, alpha-inducible protein 27 like 2A",-1.88871209659332,2.65645777287986,-5.45128529719851,4.90705904744456e-05,0.00324640695928306,2.14829617757127
"1426307_at","Cyb5r4","266690","cytochrome b5 reductase 4",1.17622583782136,3.05368518129231,3.84021144752647,0.00139091338764124,0.0189461799141139,-1.09432583602718
"1426401_at","Ppp3ca","19055","protein phosphatase 3, catalytic subunit, alpha isoform",1.12173352295424,2.97712486922594,3.08399903359646,0.00696120096940476,0.0469881065434822,-2.63479662550985
"1426432_a_at","Slc4a4","54403","solute carrier family 4 (anion exchanger), member 4",-1.22895737179248,4.98907127884895,-3.23367765910684,0.00506993115566083,0.0392326669993904,-2.33395501085107
"1426448_at","Pja1","18744","praja ring finger ubiquitin ligase 1",1.15299305228048,4.21043617173433,3.07966367857385,0.00702522974905024,0.047251143966115,-2.64346223218568
"1426508_at","Gfap","14580","glial fibrillary acidic protein",-1.05330141545178,3.3190924342678,-4.64935740910303,0.0002518370115252,0.00743872613938535,0.560349974290798
"1426509_s_at","Gfap","14580","glial fibrillary acidic protein",-3.19015593365227,3.12585678224197,-10.7352251047873,7.96052763206931e-09,4.50287245508e-05,10.3557410020753
"1426599_a_at","Slc2a1","20525","solute carrier family 2 (facilitated glucose transporter), member 1",-1.5240980862012,5.30279331890161,-3.75726169235189,0.00166021598264951,0.0207995829587087,-1.26485980103966
"1426628_at","Tmem184c","234463","transmembrane protein 184C",1.67330854706668,5.57731256180409,3.88554652601424,0.00126275775432648,0.0180598853667165,-1.00109585742382
"1426645_at","Hsp90aa1","15519","heat shock protein 90, alpha (cytosolic), class A member 1",1.72780875187588,5.90644428492163,3.85400519813836,0.00135059335860638,0.0187475615532687,-1.06596042410572
"1426659_a_at","Rpl23a","268449","ribosomal protein L23A",-1.55125386786406,7.78401763441065,-4.82283315720534,0.000175747081244328,0.0062326856743482,0.909652668911825
"1426659_a_at","Gm6177","620750","ribosomal protein L23A pseudogene",-1.55125386786406,7.78401763441065,-4.82283315720534,0.000175747081244328,0.0062326856743482,0.909652668911825
"1426659_a_at","Gm8290","666790","predicted gene 8290",-1.55125386786406,7.78401763441065,-4.82283315720534,0.000175747081244328,0.0062326856743482,0.909652668911825
"1426660_x_at","Rpl23a","268449","ribosomal protein L23A",-1.23447277043365,8.24683047054741,-4.35050754563204,0.000471013631746485,0.0107463833734682,-0.0470938803397587
"1426660_x_at","Gm6177","620750","ribosomal protein L23A pseudogene",-1.23447277043365,8.24683047054741,-4.35050754563204,0.000471013631746485,0.0107463833734682,-0.0470938803397587
"1426660_x_at","Gm8290","666790","predicted gene 8290",-1.23447277043365,8.24683047054741,-4.35050754563204,0.000471013631746485,0.0107463833734682,-0.0470938803397587
"1426690_a_at","Srebf1","20787","sterol regulatory element binding transcription factor 1",-1.33137174055482,4.54994908946819,-4.29938450767233,0.000524632859100499,0.0113266632347403,-0.151589474954341
"1426694_at","Vps35l","71517","VPS35 endosomal protein sorting factor like",-1.05447450765073,3.01627982062694,-4.03633937614402,0.000916013507094098,0.0151413403565054,-0.691061575424451
"1426721_s_at","Tiparp","99929","TCDD-inducible poly(ADP-ribose) polymerase",1.04314105139343,4.13054641652273,4.02991751730899,0.000928605440782388,0.0152024995652865,-0.704258917446105
"1426804_at","Smarca4","20586","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",-1.00016620968293,5.39364269177425,-5.08440003465264,0.000102774868004372,0.00467395308318626,1.43069300727271
"1426808_at","Lgals3","16854","lectin, galactose binding, soluble 3",-4.00107075417989,4.09472621297305,-9.2146416832381,6.93667559222175e-08,0.000130791018291341,8.39130417306306
"1426878_at","Pbrm1","66923","polybromo 1",-1.02945938093795,3.02262032201629,-5.10224313571641,9.91088044394915e-05,0.0046002261318053,1.46596550327176
"1426900_at","Jmjd1c","108829","jumonji domain containing 1C",1.39478477432651,3.26858844550549,3.9108299090556,0.00119651735032184,0.0174886315041226,-0.949100099559821
"1426916_at","Scrn3","74616","secernin 3",1.11804904941552,4.95532219864548,7.72100122234389,7.51358593579396e-07,0.000314957128276225,6.16347229874553
"1426917_s_at","Scrn3","74616","secernin 3",1.47121713925776,2.8074764285617,4.4068416980531,0.00041834534137428,0.010069661376526,0.0678798442648016
"1426990_at","Cubn","65969","cubilin (intrinsic factor-cobalamin receptor)",-2.03108481372232,3.24503044152846,-4.30160035079446,0.000522185018774956,0.0113170098034503,-0.147057380525248
"1427076_at","Mpeg1","17476","macrophage expressed gene 1",-1.10679021329666,3.9353320562349,-6.66089437479833,4.85122325069129e-06,0.000831543767198038,4.38382574278163
"1427125_s_at","Lrrc41","230654","leucine rich repeat containing 41",-1.29544604367193,4.74171272482,-4.73472585478189,0.000210900239154363,0.00669434845914006,0.732586379845246
"1427233_at","Tshz1","110796","teashirt zinc finger family member 1",1.31088320009174,2.96777928848184,3.64243709723294,0.002121445159546,0.0240721254663429,-1.50067381356442
"1427240_at","Dock6","319899","dedicator of cytokinesis 6",-1.30938468108277,4.11597886282878,-6.33405939933309,8.89087775052695e-06,0.00114298295445127,3.80086153880247
"1427384_at","Chd6","71389","chromodomain helicase DNA binding protein 6",1.19111987117829,5.20128999084534,3.36437790664126,0.00383952302432582,0.0337076171477271,-2.06901879239412
"1427392_at","Dscaml1","114873","DS cell adhesion molecule like 1",-1.19804126569531,2.82916092597749,-4.83810360182982,0.000170293513147232,0.00622711270236821,0.940265675313165
"1427442_a_at","App","11820","amyloid beta (A4) precursor protein",1.83778801649588,8.19312763294688,5.64870084477836,3.31931874827335e-05,0.00264431080816493,2.52733302402357
"1427502_at","Adam4","11498","a disintegrin and metallopeptidase domain 4",1.00905664222649,5.05484045093057,5.69056091219283,3.05723995540895e-05,0.00254312908937805,2.6070296744527
"1427534_at","4930535I16Rik","75220","RIKEN cDNA 4930535I16 gene",1.11657969585975,3.49221682661579,5.32137580006723,6.36356335718509e-05,0.00374815405648468,1.89609535179808
"1427702_at","Zfp1","22640","zinc finger protein 1",-1.05661237273804,3.66736604864735,-4.19613881165984,0.000652602911118194,0.0127072232934253,-0.363020966688598
"1427785_x_at","Capn15","50817","calpain 15",-1.0738958200197,7.19248710632881,-3.94015518352,0.0011240570093661,0.0168429893337201,-0.888794769205429
"1427873_at","Defa15","13234","defensin, alpha, 15",1.26645442898108,2.82328903847393,6.94308886671957,2.90934323504264e-06,0.000660239085481101,4.87417447354127
"1427943_at","Acyp2","75572","acylphosphatase 2, muscle type",1.50205676076659,5.86213280407437,6.74343386136646,4.17265961204926e-06,0.000784105732658008,4.52849858952067
"1427988_s_at","Safb2","224902","scaffold attachment factor B2",-1.39693470892092,5.29035785498473,-8.09020155648517,4.06360257800223e-07,0.00027042079979376,6.74376702435289
"1428169_at","Atg16l1","77040","autophagy related 16-like 1 (S. cerevisiae)",-1.2340725582853,5.27904428717796,-4.51332211453792,0.000334572206688677,0.0087011847684345,0.284640084828958
"1428216_s_at","Tomm7","66169","translocase of outer mitochondrial membrane 7",1.18992577499163,3.21997596893017,6.72110526367601,4.34585687782636e-06,0.000792978691271768,4.48946353032385
"1428263_a_at","Elob","67673","elongin B",-1.24710514827708,4.52694180258927,-3.17007423437188,0.00580224137802719,0.0423762147899429,-2.46216746440323
"1428288_at","Klf9","16601","Kruppel-like factor 9",1.43852776541832,5.79673223414437,3.35937484420505,0.00388065431089669,0.0337813262780126,-2.07919231671341
"1428340_s_at","Atp13a2","74772","ATPase type 13A2",-2.3638520805173,5.55385870569444,-8.40646221125487,2.43349347427705e-07,0.000233322937137303,7.22508344464142
"1428362_at","Eif4g2","13690","eukaryotic translation initiation factor 4, gamma 2",1.007964082488,4.99854300240924,3.21418315816437,0.00528412983154952,0.0402761680525494,-2.37330677736507
"1428394_at","Phyhd1","227696","phytanoyl-CoA dioxygenase domain containing 1",-1.78882224569489,3.71651392450098,-8.2809826266118,2.97804507545515e-07,0.000259158645681724,7.03583623226603
"1428394_at","Lrrc8a","241296","leucine rich repeat containing 8A VRAC subunit A",-1.78882224569489,3.71651392450098,-8.2809826266118,2.97804507545515e-07,0.000259158645681724,7.03583623226603
"1428502_at","Actr6","67019","ARP6 actin-related protein 6",1.0207922883718,3.19637126410671,3.39540057863374,0.00359395679305709,0.0326141383116438,-2.00588483228334
"1428789_at","Ralgps2","78255","Ral GEF with PH domain and SH3 binding motif 2",1.1855729505898,3.99306471284747,3.74523698039354,0.00170337996868156,0.0211397675302431,-1.28957162270569
"1428942_at","Mt2","17750","metallothionein 2",-1.6129969714484,6.37769418504935,-4.8542243907035,0.000164724085421801,0.00613327669024952,0.972558484889882
"1429038_at","Dda1","66498","DET1 and DDB1 associated 1",-1.06300612684598,3.44298729421838,-4.82340457299755,0.000175539823360835,0.0062326856743482,0.910798609462416
"1429723_at","Spryd7","66674","SPRY domain containing 7",1.09961431348976,3.59477127454189,3.32475986419713,0.00417743911230248,0.0352881260563937,-2.14951500612774
"1430522_a_at","Vamp5","53620","vesicle-associated membrane protein 5",-1.02034584346654,2.92331494654415,-6.32509736851642,9.04165959231697e-06,0.00114930668503238,3.78465052366331
"1431145_a_at","Cuedc2","67116","CUE domain containing 2",-1.47347810983949,6.08551866704762,-4.43312734849931,0.000395860052690947,0.00967249411683085,0.121459749658855
"1431762_at","Htra3","78558","HtrA serine peptidase 3",1.11014153771361,5.18147793974938,7.14915103695513,2.01660202569058e-06,0.00054318615991994,5.22459689899217
"1432466_a_at","Apoe","11816","apolipoprotein E",-1.54119864661369,2.2733136583632,-3.3618925573095,0.00385990133946639,0.033719740427323,-2.07407293996596
"1432543_a_at","Klf13","50794","Kruppel-like factor 13",-1.45099356609502,2.30709098441596,-4.01726415646881,0.000953929988901901,0.0153803553955808,-0.730264733734059
"1433408_a_at","Mcm10","70024","minichromosome maintenance 10 replication initiation factor",1.00864535691181,3.72855463354715,4.6986628010693,0.000227292935419687,0.00702558737268558,0.659905015842742
"1433428_x_at","Tgm2","21817","transglutaminase 2, C polypeptide",-2.34358541298694,3.85755935887976,-6.66943146191353,4.77599861548553e-06,0.000831543767198038,4.39883715529095
"1433439_at","Rbm12","75710","RNA binding motif protein 12",1.11703362843482,4.25433847232189,3.84353857613279,0.00138107855167635,0.0188631776356605,-1.08748405475658
"1433439_at","Cpne1","266692","copine I",1.11703362843482,4.25433847232189,3.84353857613279,0.00138107855167635,0.0188631776356605,-1.08748405475658
"1433474_at","Edil3","13612","EGF-like repeats and discoidin I-like domains 3",1.15865943637591,3.26083318401247,3.36520907590746,0.00383273177697232,0.0337076171477271,-2.06732841877724
"1433475_a_at","Fam8a1","97863","family with sequence similarity 8, member A1",1.15236072951898,7.35980579853488,3.50981026920322,0.00281579339761686,0.028310781605433,-1.77238146235653
"1433510_x_at","Rpl36","54217","ribosomal protein L36",-1.31842752060027,8.95366864652058,-3.34899095599682,0.00396742122119539,0.0342360307211163,-2.10030003948754
"1433510_x_at","Rpl36-ps12","100043718","ribosomal protein L36, pseudogene 12",-1.31842752060027,8.95366864652058,-3.34899095599682,0.00396742122119539,0.0342360307211163,-2.10030003948754
"1433717_at","Wbp1l","226178","WW domain binding protein 1 like",-1.22072276848254,4.60441117440297,-6.01969336450821,1.61423722728123e-05,0.00179037899531692,3.22512031856261
"1433757_a_at","Nisch","64652","nischarin",-1.78275620847566,4.10101478176802,-6.46640740842195,6.9445418418315e-06,0.000994475972868858,4.03886167546225
"1433824_x_at","Grsf1","231413","G-rich RNA sequence binding factor 1",1.32550295295255,4.91659272900253,3.4983136480611,0.00288573050867676,0.0285869257834153,-1.79588774600524
"1433869_at","Zxdc","80292","ZXD family zinc finger C",1.21988456093215,3.54840562712047,7.03863301221076,2.4529011212445e-06,0.000630674326923615,5.03745497597262
"1433881_at","Dnajc11","230935","DnaJ heat shock protein family (Hsp40) member C11",-1.07778253773907,3.30293080793345,-7.15614552511543,1.99187025941185e-06,0.00054318615991994,5.236378453449
"1433908_a_at","Cttn","13043","cortactin",-1.16445344719493,8.75825480915634,-3.29450771731637,0.00445514377036463,0.036522493821837,-2.21087579716986
"1433935_at","AU020206","100504230","expressed sequence AU020206",-1.12616755545544,3.48713881536815,-3.78205741781695,0.00157464229652987,0.0203587752007343,-1.21389350660854
"1434066_at","Gtf3c1","233863","general transcription factor III C 1",-1.14344683492378,5.81362003218661,-4.33144801834305,0.000490320505876957,0.0109624424564941,-0.0860348820471621
"1434113_a_at","Rexo4","227656","REX4, 3'-5' exonuclease",-1.31269064747359,4.64148169645249,-4.20839986951216,0.000635881611175959,0.0125764487189399,-0.337887309600576
"1434124_x_at","Lamtor1","66508","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",-1.12521147366043,6.78272715241066,-4.69601345358626,0.000228547424074292,0.00704511446472063,0.654560957215872
"1434128_a_at","Zfp574","232976","zinc finger protein 574",-1.8912108380633,4.73556484216015,-6.20366955869419,1.13677078458988e-05,0.00136811573256014,3.56382846525014
"1434299_x_at","Ift27","67042","intraflagellar transport 27",-1.16123684994132,5.88098600590756,-5.12815826846455,9.40219997174489e-05,0.00449005099550756,1.51713002486829
"1434325_x_at","Prkar1b","19085","protein kinase, cAMP dependent regulatory, type I beta",-1.68412024878003,10.2735999469051,-5.99625244145134,1.68855044246237e-05,0.00182829657814904,3.18161029400623
"1434356_a_at","Psma5","26442","proteasome (prosome, macropain) subunit, alpha type 5",1.79643258827437,7.94371014224491,4.23251798874915,0.000604246291602263,0.0122014634094586,-0.288466596708471
