"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0045639","positive regulation of myeloid cell differentiation","29/3241","99/23210",5.75835054915413e-05,0.000615244692464513,0.000357135219578305,"Hif1a/Smap1/Hbb-b2/Zfp36l1/Lif/Hmgb1/Gata2/Rcor1/Il20/Mpl/Ikzf1/Acvr1b/Fes/Foxo3/Stat3/Tnf/Acvr2a/Csf1/Creb1/Klf10/Csf3/Runx1/Trem2/Gsk3b/Kdm1a/Ankrd54/Notch2/Csf1r/Tyrobp",29
"BP","GO:0045921","positive regulation of exocytosis","29/3241","99/23210",5.75835054915413e-05,0.000615244692464513,0.000357135219578305,"Rab5a/Vps4b/Cadps/Dnm1l/Vamp7/Gata2/Sdcbp/Cdk5/Vsnl1/Hgs/Rab9/Pdcd6ip/Rab3d/Sphk2/Stxbp2/Clasp1/Atp13a2/Rab27a/Rab3a/Syt7/Cltrn/Cdk5r2/Rab2b/Sdc1/Stxbp1/Sept5/Stx1a/Fcer1g/Sdc4",29
"BP","GO:0098876","vesicle-mediated transport to the plasma membrane","29/3241","99/23210",5.75835054915413e-05,0.000615244692464513,0.000357135219578305,"Sptbn1/Snx17/Lypla1/Vps35/Golga4/Vamp7/Vamp4/Grasp/Nsf/Blzf1/Snap47/Arf4/Arf3/Lyplal1/Golph3/Arf2/Dnm2/Rab11b/Entr1/Llgl1/Nsg1/Scrib/Rab34/Sys1/Vamp5/Vps35l/Cplx1/Ccdc22/Clstn1",29
"BP","GO:0060541","respiratory system development","58/3241","251/23210",6.0582917758615e-05,0.000646183210134268,0.000375094308761432,"Igfbp5/Bmpr1a/Asah1/Cdc42/Rspo2/Fbxw7/Ctnnb1/Thrb/Lif/Man1a2/Hmgb1/Wwp1/Map2k1/Srsf6/Nfib/Fgfr2/Grhl2/Spry1/Wnt7b/Fgf10/Tnf/Nodal/Pthlh/Mapk1/Foxa1/Speg/Numa1/Foxp1/Gpc3/Hmga2/Creb1/Hopx/Rbpj/Dnaaf1/Rab3a/Map2k2/Foxj1/Dppa2/Mmp14/Sim2/Rpl13a/Notch1/Tbx5/Cux1/Ppp1ca/Sparc/Rbp4/Dhcr7/Jmjd6/Mapk8ip3/Aldh1a2/Pdpn/Meg3/Ltbp3/Ctsh/Pdgfrb/Chil1/Ctsz",58
"BP","GO:0002183","cytoplasmic translational initiation","11/3241","22/23210",6.14495554623204e-05,0.000654306463204775,0.000379809668039713,"Mcts1/Eif5/Eif4b/Nck1/Eif2s3x/Rbm4/Rpl13a/Eif4a1/Eif4ebp1/Rps2/Eif3d",11
"BP","GO:0060419","heart growth","32/3241","114/23210",6.15582028462924e-05,0.000654344787593098,0.000379831914454849,"Bmpr1a/Slc25a4/Ctnnb1/Tomm70a/Prkar1a/Pten/Pak1/Col14a1/Fgfr2/Tgfbr3/Ncam1/Ahr/Mapk1/Foxp1/Ccn4/Rbpj/Rxrb/Edn1/Mapk11/G6pdx/Arid2/Meis1/Notch1/Nr3c1/Tgfbr1/Tbx5/Gsk3b/Gsk3a/Rbp4/Pdlim5/Ddx39b/Agt",32
"BP","GO:0003158","endothelium development","33/3241","119/23210",6.19896236147508e-05,0.000656225848022551,0.000380923826238471,"Rap1a/Rtn4/Ctnnb1/Dmd/Smad4/Rdx/Foxj2/Ceacam1/Hey1/Wnt7b/Tnf/Pde2a/Slc40a1/Rbpj/Hapln2/Ppp1r16b/Rhob/Rapgef3/Rhoa/Rapgef1/Tjp2/Ptprs/Tnfrsf1a/Notch1/Tgfbr1/Anxa2/Eng/Pdpn/Gpx1/Hoxb5/Pbrm1/Add1/Agt",33
"BP","GO:2000278","regulation of DNA biosynthetic process","33/3241","119/23210",6.19896236147508e-05,0.000656225848022551,0.000380923826238471,"Hsp90aa1/Npm1/Tcp1/Ctnnb1/Cct4/Parn/Chtf8/Src/Cct2/Parm1/Cct3/Map2k7/Grhl2/Smg5/Nek7/Tfdp1/Ahr/Mapk1/Ten1/Pak3/Nvl/Exosc10/Pinx1/Klf4/Gfer/Arrb2/Gsk3b/Mapkapk5/Parp3/Ddx39b/Cdkn1a/Cct7/Pdgfrb",33
"BP","GO:1903146","regulation of autophagy of mitochondrion","14/3241","33/23210",6.20512160034167e-05,0.000656225848022551,0.000380923826238471,"Vdac1/Tomm7/Hif1a/Fbxw7/Dnm1l/Mfn2/Rnf41/Cttn/Htt/Gsk3a/Gba/Htra2/Srebf1/Tspo",14
"BP","GO:0006509","membrane protein ectodomain proteolysis","16/3241","41/23210",6.41667380974023e-05,0.000677448494252066,0.000393243078259727,"Adam9/Adam10/Sh3d19/Adam17/Timp3/Bace2/Tnf/Aph1a/Il10/Psenen/Psen1/Nrd1/Myh9/Timp4/Timp2/Apoe",16
"BP","GO:0034614","cellular response to reactive oxygen species","39/3241","150/23210",6.78987407009381e-05,0.00071563664268383,0.000415410409311109,"Slc8a1/Pdcd10/Rnf112/Hsph1/Rnf146/Ercc6l2/Apex1/Ppif/Sod2/Src/Mapk8/Nfe2l2/Ptprk/Top2b/Foxo3/Tnf/Stk26/Mapk1/Foxp1/Il10/Dhfr/Fxn/Rhob/Ccs/Sphk1/Foxo1/Pawr/Prdx1/Anxa1/Egfr/Endog/Gpr37l1/Park7/Bcar1/Cfl1/Traf2/Prdx2/Mmp2/Pdgfrb",39
"BP","GO:0071166","ribonucleoprotein complex localization","22/3241","67/23210",6.80286955091036e-05,0.0007157951762267,0.000415502434341698,"Npm1/Riok2/Zc3h11a/Thoc1/Srsf3/Thoc7/Ran/Ssb/Sem1/Poldip3/Nmd3/Tsc1/Prpf31/Eif5a/Rps15/Ddx39/Eif6/Nxf1/Sarnp/Tpr/Ddx39b/Pcid2",22
"BP","GO:0032874","positive regulation of stress-activated MAPK cascade","43/3241","171/23210",6.92755532772956e-05,0.000727685364863869,0.000422404412012977,"App/Pdcd10/Cdc42/Dusp22/Pak1/Map2k7/Ceacam1/Mdfic/Rb1cc1/Dusp19/Lmnb1/Zfp622/Wnt7b/Fcgr2b/Arl6ip5/Map3k11/Oprk1/Tnf/Mdfi/Map4k1/Sh3rf1/Tnfrsf19/Edn1/Stk3/Fzd8/Sphk1/Slamf1/Irak1/Dusp15/Tnfrsf11a/Dab2/Hipk2/Mapk8ip2/Map3k3/Gab1/Map4k4/Mapk8ip3/Ptpn1/Gadd45g/Traf2/Rell1/Pycard/Gadd45b",43
"BP","GO:0010038","response to metal ion","61/3241","269/23210",7.08063484603057e-05,0.000742513037978525,0.000431011531031632,"Gatm/Hcn1/Tfrc/Alg2/Ppp3ca/Cpne1/Adam9/Kcnmb2/Neurod2/Ppif/Cpne3/Mapk8/Kcnmb1/Nfe2l2/Gphn/Ryr2/Crp/Asph/Casr/Nptx1/Syt11/Mapt/Ncam1/Pla2g4a/Homer1/Tat/Mapk1/Slc30a1/Daxx/Mylk/Slc40a1/Creb1/Braf/Atp13a2/Cpne6/Fxn/Cdk4/Syt7/Htt/Ppp5c/Slc41a1/Ass1/Iqgap1/Syt3/Cp/Mtf1/Rasa4/Ppp1ca/Gsk3b/Gsk3a/Mcoln1/Egfr/Hvcn1/Alox5ap/Park7/Alad/Crip1/Add1/Mt2/Gsn/Mt1",61
"BP","GO:0050764","regulation of phagocytosis","30/3241","105/23210",7.21634211339485e-05,0.000755472185282967,0.000438534014321297,"Rap1a/Cd47/Pten/Gata2/Fpr2/Fcgr2b/Syt11/Tnf/Il15ra/Dnm2/Rab27a/Tulp1/Sphk1/Syt7/Trem2/Rapgef1/Itgav/Camk1d/Fcgr1/Lrp1/Calr/Mertk/Mfge8/Fcer1g/Atg5/Slc11a1/C3/Pycard/Scarb1/Il2rg",30
"BP","GO:0002064","epithelial cell development","57/3241","247/23210",7.25168769427542e-05,0.000757898702141637,0.000439942550862523,"Rap1a/Rheb/Jmjd1c/Fem1b/Hif1a/Rtn4/Ctnnb1/Xbp1/Rilpl1/Pafah1b1/Rilpl2/B4galt1/Dmd/Rdx/Triobp/Ihh/Fgfr2/Grhl2/Rarb/Kdf1/Bad/Wnt7b/Pdpk1/Ar/Gsdmc2/Tnf/Myo1e/Foxa1/Pde2a/Frmd6/Strc/Atrx/Hapln2/Ppp1r16b/Rapgef3/Pard3/Sox3/Arid4b/Tfcp2l1/Rapgef1/Tjp2/Ptprs/Tnfrsf1a/Notch1/Smarca4/Eng/Slc9a3r1/Bcl11b/Scrib/Notch2/Spint2/Gpx1/Smo/Atp2b2/Add1/Agt/Vim",57
"BP","GO:0014009","glial cell proliferation","19/3241","54/23210",7.30498679818453e-05,0.000762190331086959,0.000442433741545691,"Pmp22/Ctnnb1/Tnf/Csf1/Creb1/Trem2/Nf2/Notch1/Etv5/Cers2/Idh2/Lgi4/Clu/Dbi/Csf1r/Gfap/Sox10/Tspo/Vim",19
"BP","GO:0002695","negative regulation of leukocyte activation","45/3241","182/23210",7.35469668357975e-05,0.000764814785342542,0.00044395717613736,"Cd24a/Ndfip1/Bcl6/Thoc1/Ptpn2/March7/Socs5/Cd200/Prkar1a/Cbfb/Vsir/Ldlr/Nrarp/Dusp22/Ihh/Ceacam1/Adora2a/Enpp3/Il2ra/Fcgr2b/Rhbdd3/Pla2g2f/Zc3h8/Cnr1/Fgl1/Vsig4/Cd80/Il10/Runx1/Samsn1/Foxj1/Twsg1/Mad1l1/Il13ra2/Cd276/Pawr/Anxa1/Cst7/Mertk/Grn/Parp3/Sdc4/Prdx2/Tyrobp/Lgals3",45
"BP","GO:0035051","cardiocyte differentiation","45/3241","182/23210",7.35469668357975e-05,0.000764814785342542,0.00044395717613736,"Slc8a1/Slc25a4/Ctnnb1/Fhod3/Tomm70a/Cacybp/Itgb1/Smad4/Alpk2/Sgcb/Pak1/Col14a1/Tgfbr3/Tsc1/Fhl2/Rarb/Mybpc3/Mapk1/Bmp7/Speg/Foxp1/Ccn4/Rbpj/Rxrb/Edn1/G6pdx/Notch1/Nr3c1/Tbx5/Arrb2/Gsk3b/Gsk3a/Anxa2/Egfr/Vcam1/Zmpste24/Cby1/Pdlim5/Pbrm1/Kat2a/Ddx39b/Atg5/Agt/Lmna/Pdgfrb",45
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","41/3241","161/23210",7.45115005367866e-05,0.000773553561406073,0.000449029832182214,"Fem1b/Nrp1/Pten/Src/Skil/Rnf34/Tnfrsf23/Rb1cc1/Cx3cr1/Timp3/Fgf10/Ar/Tnf/Tnfrsf22/Acsl5/Sgk3/Eya3/Sh3rf1/Stk3/Pea15a/Cttn/Htt/Tnfsf10/Itgav/Tgfbr1/Dab2/Ppp1ca/G0s2/Fyn/Park7/Mcl1/Gpx1/Htra2/Traf2/Prdx2/Raf1/Agt/Pycard/Lmna/Map2k5/Lgals3",41
"BP","GO:0007611","learning or memory","65/3241","292/23210",7.53814989684841e-05,0.000781283456031094,0.000453516856041235,"App/Gatm/Vdac1/Hif1a/Gmfb/Pgrmc1/Slc12a5/Neurod2/Pafah1b1/Amph/Ndrg4/Itgb1/Cpeb3/Vdac3/Ldlr/Bdnf/Pten/Atp8a1/Arf4/Atp1a3/Nts/Pak1/Cdk5/Kit/Atad1/Idua/B4galt2/Cx3cr1/Cacna1e/Camk4/Eif4ebp2/Adcy3/Oprk1/Mapt/Ncam1/Cnr1/Creb1/Braf/Rag1/Klk8/Synpo/Htt/Sct/Tmod2/Psen1/Grin1/Pde1b/Apbb1/Chd8/Cln3/Ntrk2/Shank3/Mapk8ip2/Egfr/Prkcz/Ric8a/Dbi/Comt/Atp1a2/Gm2a/Kat2a/Ccnd2/Agt/Apoe/Prkar1b",65
"BP","GO:0007632","visual behavior","23/3241","72/23210",7.60913809365064e-05,0.000787330916700163,0.000457027266159992,"App/Hif1a/Ndrg4/Itgb1/Atp1a3/Nts/Cdk5/Kit/Idua/B4galt2/Cacna1e/Hoxa1/Creb1/Braf/Rag1/Synpo/Htt/Sct/Grin1/Pde1b/Apbb1/Ric8a/Atp1a2",23
"BP","GO:0006733","oxidoreduction coenzyme metabolic process","44/3241","177/23210",7.68018024930519e-05,0.000790860606094093,0.000459076168673388,"App/Dlat/Mdh1/Ppargc1a/Cyb5r4/Hif1a/Nnt/Mpc1/Mtch2/Foxk2/Pgk1/Pfkfb2/Nadk/Coq3/Bpgm/Stat3/Ins2/Coq4/Slc37a2/G6pdx/Eif6/Ldha/Psen1/Cbfa2t3/Gpi1/Aldoa/Idh2/Gapdh/Coq6/Zbtb20/Tkt/Pfkm/Idh1/Eno1b/Nupr1/Coq8a/Pkm/Mif/Adpgk/Gpd2/Aldoc/Kcnab2/Pgd/Dcxr",44
"BP","GO:1904893","negative regulation of STAT cascade","12/3241","26/23210",7.6986370168738e-05,0.000790860606094093,0.000459076168673388,"Ggnbp2/Ptpn2/Dab1/Ptprd/Hgs/Neurod1/Hmga2/Nf2/Sac3d1/Ptprt/Bcl3/Socs3",12
"BP","GO:0010466","negative regulation of peptidase activity","56/3241","242/23210",7.71226929420393e-05,0.000790860606094093,0.000459076168673388,"Arl6ip1/App/Serpini1/Xiap/Igbp1/Src/Col7a1/Rnf34/Spock1/Adora2a/Kng1/Serpinb9g/Serpinb9b/Timp3/Wfikkn1/Plaur/Serpini2/Slpi/Serpinb11/Ltf/Sh3rf1/Gpc3/Anxa8/Rag1/Dnaja3/Por/Spink1/Serpinb3a/Serpinb3c/Serpinb3b/Htt/A2m/Klf4/Gpi1/Ints1/Cryab/Arrb2/Pih1d1/Gapdh/Papln/Pcsk1n/Park7/Cst7/Spint2/Pebp1/Mical1/Gpx1/Cst3/Agt/Rps6ka1/Pcid2/Timp4/Timp2/Serpina3n/Map2k5/Serping1",56
"BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","21/3241","63/23210",7.71942925839153e-05,0.000790860606094093,0.000459076168673388,"Npm1/March7/Casp2/Rps27l/Foxo3/Senp2/Atrx/Sesn2/Ing4/Foxm1/Hipk2/Rpl26/Smyd2/Kdm1a/Pcbp4/Acer2/Zmpste24/Mif/Cdkn1a/Bcl3/Pttg1ip",21
"BP","GO:0048488","synaptic vesicle endocytosis","21/3241","63/23210",7.71942925839153e-05,0.000790860606094093,0.000459076168673388,"Cd24a/Cltc/Snap91/Ppp3cb/Dnm1l/Vamp4/Amph/Mff/Cdk5/Arf6/Syt11/Dnm2/Napb/Dnm3/Syt7/Ap2m1/Pip5k1c/Scrib/Stx1a/Grn/Pacsin1",21
"BP","GO:0140238","presynaptic endocytosis","21/3241","63/23210",7.71942925839153e-05,0.000790860606094093,0.000459076168673388,"Cd24a/Cltc/Snap91/Ppp3cb/Dnm1l/Vamp4/Amph/Mff/Cdk5/Arf6/Syt11/Dnm2/Napb/Dnm3/Syt7/Ap2m1/Pip5k1c/Scrib/Stx1a/Grn/Pacsin1",21
"BP","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","43/3241","172/23210",8.00591862843556e-05,0.000818864813407637,0.000475331959012638,"App/Pdcd10/Cdc42/Dusp22/Pak1/Map2k7/Ceacam1/Mdfic/Rb1cc1/Dusp19/Lmnb1/Zfp622/Wnt7b/Fcgr2b/Arl6ip5/Map3k11/Oprk1/Tnf/Mdfi/Map4k1/Sh3rf1/Tnfrsf19/Edn1/Stk3/Fzd8/Sphk1/Slamf1/Irak1/Dusp15/Tnfrsf11a/Dab2/Hipk2/Mapk8ip2/Map3k3/Gab1/Map4k4/Mapk8ip3/Ptpn1/Gadd45g/Traf2/Rell1/Pycard/Gadd45b",43
"BP","GO:2000116","regulation of cysteine-type endopeptidase activity","53/3241","226/23210",8.18031236470366e-05,0.000835330585569494,0.000484889956389251,"Arl6ip1/Cycs/Bcl2l11/Xiap/Igbp1/Hspd1/Jak2/Mtch2/Src/Rps27l/Casp8ap2/Rnf34/Asph/Adora2a/Bad/Pdcd2/Arl6ip5/Plaur/Tnf/Nodal/Ltf/Hip1r/Sh3rf1/Rag1/Dnaja3/Por/Psmb9/Rhoa/Htt/Grin1/Klf4/Pawr/Tnfsf10/Gpi1/Ints1/Cryab/Arrb2/Pih1d1/Fyn/Acer2/Ctsd/Park7/Cst7/Fis1/Usp50/Mical1/Gpx1/Htra2/Rps6ka1/Pcid2/Pycard/Gsn/Map2k5",53
"BP","GO:0055021","regulation of cardiac muscle tissue growth","24/3241","77/23210",8.32348759158136e-05,0.000847147583424704,0.000491749448515663,"Bmpr1a/Slc25a4/Tomm70a/Pten/Pak1/Col14a1/Fgfr2/Tgfbr3/Ncam1/Mapk1/Foxp1/Ccn4/Rbpj/Edn1/Mapk11/G6pdx/Meis1/Notch1/Nr3c1/Tgfbr1/Tbx5/Gsk3a/Rbp4/Ddx39b",24
"BP","GO:0032640","tumor necrosis factor production","42/3241","167/23210",8.32949165325716e-05,0.000847147583424704,0.000491749448515663,"Cd24a/App/Akap12/Selenos/Cd47/Hspd1/Trim27/Jak2/Hmgb1/Vsir/Cx3cr1/Ifngr1/Syt11/Sphk2/Ltf/Selenok/Zfp64/Zfp36/Il10/Mavs/Slamf1/Trem2/Hdac1/Psen1/Gstp1/Tnfrsf1a/Hspb1/Arrb2/Tlr1/Twist2/Zbtb20/Clu/Arhgef2/Ptpn11/Mif/Fcer1g/C1qtnf4/H2-T23/Pycard/Tspo/Bcl3/Tyrobp",42
"BP","GO:1901989","positive regulation of cell cycle phase transition","28/3241","96/23210",8.33683526471895e-05,0.000847147583424704,0.000491749448515663,"App/Npm1/Rpl17/Vps4b/Cul3/Apex1/Rad51c/Cul4b/Rdx/Adam17/Lmnb1/Fgf10/Nsmce2/Crebbp/Adamts1/Cdk4/Lsm10/Phb2/Anapc5/Ccnd1/Anxa1/Aif1/Egfr/Ccne1/Hyal1/Brd4/Ccnd2/Smarcd3",28
"BP","GO:0044242","cellular lipid catabolic process","48/3241","199/23210",8.35685007578729e-05,0.000847798357037118,0.000492127207446071,"Asah1/Abcd3/Abhd3/Cpt1a/Acat1/Slc27a2/Echdc1/Ldlr/Smpdl3a/Apoh/Pnpla8/Acadl/Pla2g4a/Acsl5/Smpd4/Cnr1/Abhd2/Abhd5/Sesn2/Abhd12/Abcd1/Neu1/Neu2/Gba2/Mgst2/Mgll/Enpp2/Bscl2/Idh1/Gba/Acot7/Daglb/Tysnd1/Dbi/Acer2/Irs2/Prdx6/Lrp1/Pla2g15/Pdxdc1/Ivd/Gm2a/Hexb/Abhd6/Hexa/Apoe/Acaa1a/Scarb1",48
"BP","GO:0032943","mononuclear cell proliferation","68/3241","310/23210",8.39333940420449e-05,0.000850115628435606,0.000493472329541163,"Cd24a/Ndfip1/Tfrc/Bcl6/Ctnnb1/Hprt/March7/Tbk1/Hspd1/Prkar1a/Vsir/Ihh/Ceacam1/Mpl/Vav3/Fgf10/Il2ra/Fcgr2b/Blm/Cd22/Cd151/Pla2g2f/Cd3e/Nck1/Ahr/Cd209e/Csf1/Vsig4/Cd80/Selenok/Rac2/Sh3rf1/Il10/Dnaja3/Foxj1/Slamf1/Twsg1/Mad1l1/Cd6/Wnt4/Ighm/Tcf3/Coro1a/Znhit1/Rag2/Cd276/Impdh2/Tnfrsf13c/Il6st/Pawr/Rps6/Anxa1/Aif1/Fyn/Psmb10/Vcam1/Pnp/Irs2/Il6ra/Mif/Cdkn1a/H2-T23/Sdc4/Prdx2/Slc11a1/Pycard/Tyrobp/Lgals3",68
"BP","GO:0061351","neural precursor cell proliferation","45/3241","183/23210",8.4522416477088e-05,0.000854691773110034,0.000496128674980856,"Cd24a/Hif1a/Ctnnb1/Pcm1/Lims1/Pafah1b1/Nap1l1/Bdnf/Mapk8/Gjc2/Gata2/Orc3/Fgfr2/Kctd11/Ptbp2/Cx3cr1/Wnt7b/Foxo3/Hmga2/Setd1a/Rhoa/Foxo1/Atf5/Nde1/Nf2/Cend1/Rapgef1/Cip2a/Notch1/Lims2/Akna/Daglb/Kdm1a/Gpr37l1/Arhgef2/Grn/Spint2/Gng5/Gnai2/Smo/Hdac5/Sox10/Id4/Smarcd3/Ctsz",45
"BP","GO:0000077","DNA damage checkpoint","29/3241","101/23210",8.57258650539787e-05,0.000865456099548191,0.000502377115858427,"Wac/Fem1b/Trp53bp1/Thoc1/Atf2/Ccar2/Cdc5l/Casp2/Babam2/Brcc3/Rps27l/Tiprl/Gigyf2/Blm/Pea15a/Mus81/Ppp1r10/Babam1/Msh2/Ccnd1/Cdk5rap3/Rpl26/Syf2/Ptpn11/Xpc/Ddx39b/Cdkn1a/Nop53/Dgkz",29
"BP","GO:0007029","endoplasmic reticulum organization","20/3241","59/23210",8.69603707990825e-05,0.000875976374593517,0.000508483890584571,"Arl6ip1/Reep1/Tmem33/Rnf112/Rtn4/Tor1aip2/Atl2/Stx18/Ccdc47/Rab18/Sec16b/Rtn3/Tmem38a/Tor1b/Htt/Lman1/Mia3/Trdn/Sec61a1/Get4",20
"BP","GO:0009303","rRNA transcription","13/3241","30/23210",8.70491854026949e-05,0.000875976374593517,0.000508483890584571,"Npm1/Spin1/Npm3/Pwp1/Dedd/Smarcb1/Polr1a/Smarca4/Pih1d1/Sirt7/Gtf3c1/Macroh2a1/Nop53",13
"BP","GO:0045446","endothelial cell differentiation","30/3241","106/23210",8.7357199780944e-05,0.000877658060379839,0.000509460070029784,"Rap1a/Rtn4/Ctnnb1/Dmd/Smad4/Rdx/Foxj2/Ceacam1/Hey1/Wnt7b/Tnf/Pde2a/Rbpj/Hapln2/Ppp1r16b/Rapgef3/Rapgef1/Tjp2/Ptprs/Tnfrsf1a/Notch1/Tgfbr1/Anxa2/Eng/Pdpn/Gpx1/Hoxb5/Pbrm1/Add1/Agt",30
"BP","GO:0032200","telomere organization","34/3241","126/23210",8.78270245673796e-05,0.000880957384911768,0.000511375251104244,"Hsp90aa1/Tcp1/Ctnnb1/H3f3a/H3f3b/Apex1/Rad51c/Cct4/Parn/Rad50/Src/Cct2/Cct3/Map2k7/Smg5/Nek7/Blm/Dclre1a/Nsmce2/Mapk1/Terf2ip/Ten1/Atrx/Exosc10/Pinx1/Ppp1r10/LTO1/Tep1/Ccne1/Mapkapk5/Ercc1/Parp3/Cct7/Lmna",34
"BP","GO:0042542","response to hydrogen peroxide","33/3241","121/23210",8.84909911231083e-05,0.000886190327501353,0.000514412852441829,"Pdcd10/Rnf112/Glrx2/Hsph1/Rnf146/Adam9/Apex1/Ppif/Sod2/Src/Mapk8/Nfe2l2/Top2b/Foxo3/Stk24/Stk26/Foxp1/Il10/Fxn/Rhob/Sphk1/Pawr/Cryab/Anxa1/Fyn/Endog/Mb/Gpr37l1/Park7/Cfl1/Gpx1/Mmp2/Pdgfrb",33
"BP","GO:0002040","sprouting angiogenesis","32/3241","116/23210",8.86765366829874e-05,0.000886623028889773,0.000514664025523463,"Pdcd10/Cdc42/Rtn4/Fbxw7/Nrp1/Hmgb1/Itgb1/Nrarp/Gata2/Synj2bp/Ceacam1/Pik3c2a/Jak1/Pdpk1/Aplnr/Creb3l1/Il10/Ppp1r16b/Rhoa/Itgb1bp1/Flt1/Klf4/Notch1/Anxa1/Map3k3/Mia3/Jmjd6/Pkm/Card10/Hdac5/Rhoj/Map2k5",32
"BP","GO:0046364","monosaccharide biosynthetic process","25/3241","82/23210",8.93818559796106e-05,0.000892242918104158,0.000517926240367683,"Hif1a/Ptpn2/Kat2b/Gsto1/Ranbp2/Foxk2/Supt20/Pgk1/C1qtnf12/Sds/Sesn2/Atf4/Foxo1/G6pdx/Pcx/Nr3c1/Gpi1/Gapdh/Pgp/Rbp4/Stk11/Arpp19/Kat2a/Gpd2/Pgd",25
"BP","GO:0098927","vesicle-mediated transport between endosomal compartments","16/3241","42/23210",9.02899392133107e-05,0.00089986565017554,0.000522351058859322,"Rab5a/Src/Map2k1/Rdx/Snx12/Rab21/Emp2/Mapk1/Mtmr2/Dnajc13/Map2k2/Ighm/Vps11/Sh3glb1/Coro1a/Dab2",16
"BP","GO:0035690","cellular response to drug","80/3241","380/23210",9.25615085126585e-05,0.000919567498761297,0.000533787523256255,"Rap1a/Klf9/Slc8a1/Pdcd10/Rnf112/Tfrc/Ppp3cb/Hnrnpk/Ppp3ca/Hsph1/Ctnnb1/Rnf146/Apex1/Htr1b/Rap2a/Prkce/Ppif/Jak2/Pten/Src/Fmr1/Mapk8/Kcnmb1/Nfe2l2/Ryr2/Rgs8/Kcnq1/Top2b/Eif4e/Bad/Cdk5r1/Blm/Foxo3/Adcy3/Gstm3/Sphk2/Tnf/Stk26/Hoxa1/Amigo1/Ahr/Dnm2/Mapk1/Pde2a/Map4k1/Daxx/Mylk/Foxp1/Epha5/Braf/Il10/Atrx/Fxn/Tmem38a/Rhob/Sphk1/Atf4/Cdk4/Pdxp/Chrm4/Foxo1/Pawr/Nr3c1/Anxa1/Eif4ebp1/Fyn/Trim41/Endog/Gpr37l1/Park7/Gstm1/Bcar1/Arhgef2/Cfl1/Gnai2/Atp5g1/Traf2/Ppp1r14a/Pdgfrb/Vim",80
"BP","GO:0043628","ncRNA 3'-end processing","15/3241","38/23210",9.27096466884081e-05,0.000919567498761297,0.000533787523256255,"Polr3k/Parn/Ssb/Rps21/Exosc8/Eri1/Ints5/Fbl/Exosc2/Trnt1/Exosc4/Exosc10/Ints1/Hsd17b10/Eri3",15
"BP","GO:1904645","response to amyloid-beta","15/3241","38/23210",9.27096466884081e-05,0.000919567498761297,0.000533787523256255,"App/Snx6/Atp1a3/Cdk5/Fpr2/Cacnb1/Fcgr2b/Itga4/Trem2/Psen1/Gsk3b/Fyn/Vcam1/Lrp1/Mmp2",15
"BP","GO:0030900","forebrain development","81/3241","386/23210",9.41198306731649e-05,0.000932070628399275,0.000541045298907742,"App/Bmpr1a/Slc4a10/Hnrnpk/Hif1a/Rtn4/Usp9x/Ctnnb1/Hprt/Pcm1/Nrp1/Bhlhe22/Aplp2/Dab1/Dclk1/Pafah1b1/Sema3a/Pten/Src/Mkks/Nfib/Gata2/Pak1/Cdk5/Fgfr2/Tsc1/Agtpbp1/Top2b/Rarb/Ikzf1/Neurod1/Cx3cr1/Wnt7b/Cdk5r1/Fgf10/Hap1/Ncam1/Uncx/Epha5/Lrp8/Hmga2/Creb1/Rbpj/Atrx/Rhoa/Sox3/Twsg1/Atf5/Wnt4/Cdk5r2/Nde1/Htt/Sct/Nf2/Hdac1/Psen1/Ptprs/Grin1/Notch1/Ndst1/Akna/Smarca4/Ntrk2/Shank3/Gsk3b/Fyn/Egfr/Kdm1a/Dbi/Aplp1/Gdpd5/Bcl11b/Mapk8ip3/Aldh1a2/Csf1r/Sema7a/Smo/Kat2a/Htra2/Id4/Tyrobp",81
"BP","GO:0019932","second-messenger-mediated signaling","88/3241","427/23210",9.44513397655046e-05,0.000932924136543767,0.000541540740513868,"Cd24a/Atp1b1/Calm3/Slc8a1/Ppp3cb/Ppp3ca/Ndufs4/Rit2/Gsto1/Ube2b/Neurod2/Prkar1a/Dmd/Nr5a2/Sppl3/Ryr2/Egln1/Lgr5/Fpr2/Gna13/Htr5a/Ceacam1/Fhl2/Asph/Adora2a/Selp/Neurod1/Cx3cr1/Pdpk1/Eif4ebp2/Cd22/Hap1/Adcy3/Cd3e/Ins2/Mapt/Ncam1/Tnf/Tshr/Pthlh/Ahr/Pde10a/Aplnr/Atp2a2/Pde2a/Ccr6/Ptgfr/Ccr9/Calcrl/Selenok/Epha5/Ccr4/Tpcn2/Stimate/Edn1/Cxcr6/Tmem38a/Spink1/Sphk1/Ackr3/Adcy4/Htt/Trem2/Rundc3a/Sct/Calca/P2ry6/Ntrk2/Gapdh/Gsk3b/Rasd2/Gsk3a/Egfr/Vcam1/Trdn/Slc9a3r1/Aplp1/Zmpste24/Fis1/Pebp1/Gnai2/Camkk2/Erbb3/Ramp1/Apoe/Mt2/Prkar1b/Mt1",88
