"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","22/878","229/23210",6.28057622471885e-05,0.00501648564488654,0.00421958178773508,"Ndfip1/Ivns1abp/Ubxn2a/Rps7/Fem1b/Hsp90aa1/Pttg1ip/Dnaja1/Derl1/Prkce/Sash1/Ctnnb1/March7/Chfr/Rpl23/Mycbp2/Otud4/Ube2i/Gnl3/Ndfip2/Gclc/Cops9",22
"BP","GO:1903829","positive regulation of cellular protein localization","26/878","297/23210",6.87592824901286e-05,0.00521049251146182,0.00438276930562045,"Rtn4/Sorbs1/Pgrmc1/Kif5b/Cct4/Zic1/Prnp/Ppm1a/Cdc42/Sptbn1/Rdx/Ice1/Cct5/Cct2/Pdcd10/Hnrnpk/Ipo5/Riok2/Tmem30a/Tardbp/Gnl3/Sh3glb1/Gnai1/Src/Cdk1/Mark4",26
"BP","GO:0022613","ribonucleoprotein complex biogenesis","34/878","439/23210",6.98115822017413e-05,0.00521049251146182,0.00438276930562045,"Luc7l3/Rps7/Hsp90aa1/Rps8/Ddx3x/G3bp2/Eif3a/Rps6/Mbnl1/Snrpg/Ngdn/Rps10/Mrps9/Rps25/Rps27l/Eif5/Dhx30/Riok2/Fastkd2/Rps17/Sf3b1/Luc7l2/Cnot2/Mcts1/Cnot6/Rps21/Rpl35a/Pum2/Scaf11/Prmt7/Eral1/Rps24/Fbl/Atxn2",34
"BP","GO:0006986","response to unfolded protein","14/878","110/23210",7.00062878921927e-05,0.00521049251146182,0.00438276930562045,"Pmp22/Hspa9/Hsp90aa1/Hsph1/Derl1/Dnajb9/Canx/Atf4/Hspa1a/Ptpn2/Tmem33/Hspd1/Selenos/Derl3",14
"BP","GO:0000723","telomere maintenance","15/878","124/23210",7.07400759977756e-05,0.00521049251146182,0.00438276930562045,"Hnrnpa2b1/Hsp90aa1/Cct4/Hnrnpu/Nek7/Ctnnb1/Cct5/Hspa1a/Cct2/Rpa1/Gnl3/Atrx/Lmna/Src/Apex1",15
"BP","GO:0006457","protein folding","17/878","153/23210",7.09966613958858e-05,0.00521049251146182,0.00438276930562045,"Hspa9/Hsp90aa1/Tbca/Hsph1/Cct4/Dnaja1/B2m/Canx/Cct5/P4hb/Hspa1a/Cct2/Selenof/Hspd1/Prdx4/Sh3glb1/Ahsp",17
"BP","GO:0009144","purine nucleoside triphosphate metabolic process","25/878","281/23210",7.26565477753865e-05,0.00521049251146182,0.00438276930562045,"Atp1b1/Oga/Cox7a2l/Atp5c1/Atp5a1/Atp5h/App/Ndufs6/Cycs/Adk/Sdha/Flcn/Atp5j/Coq9/Ndufv2/Ldha/Uqcrb/Gphn/Gadd45gip1/Mocs1/Ak4/Nudt5/Atp5j2/Cdk1/Myh7",25
"BP","GO:0009141","nucleoside triphosphate metabolic process","26/878","298/23210",7.26909150617829e-05,0.00521049251146182,0.00438276930562045,"Atp1b1/Oga/Cox7a2l/Atp5c1/Atp5a1/Atp5h/App/Ndufs6/Cycs/Adk/Sdha/Flcn/Atp5j/Coq9/Ndufv2/Ldha/Uqcrb/Gphn/Gadd45gip1/Mocs1/Ak4/Dut/Nudt5/Atp5j2/Cdk1/Myh7",26
"BP","GO:0043502","regulation of muscle adaptation","13/878","97/23210",7.35184754200695e-05,0.00521049251146182,0.00438276930562045,"Oga/Errfi1/Slc25a4/Atp2a2/Adk/Ppp3ca/Mtpn/Smad4/Yy1/Becn1/Lmna/Gtf2ird1/Myh7",13
"BP","GO:0071679","commissural neuron axon guidance","5/878","13/23210",7.64880283754745e-05,0.00534566331646372,0.00449646728213133,"Ptch1/Nrp1/Nfib/Fzd3/Dag1",5
"BP","GO:0031503","protein-containing complex localization","23/878","249/23210",7.90981645437493e-05,0.0054523556710157,0.00458621080937874,"Nptn/Hnrnpa2b1/Adam10/Eps15/Wasl/Hnrnpu/Vps35/Ddx39/Stx7/Srsf3/Thoc7/Nup85/Zc3h11a/Riok2/Thoc1/Poldip3/Gphn/Dnm2/Ophn1/Kif5a/Kif17/Dag1/Drd4",23
"BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","13/878","98/23210",8.18724897145984e-05,0.00556732930059269,0.00468292007314936,"Zmynd11/Ctnna1/Nrp1/Rnf34/Prdx2/Itga6/Mcl1/Gclc/Sh3rf1/Lmna/Itgav/Phip/Src",13
"BP","GO:0034599","cellular response to oxidative stress","24/878","268/23210",9.07998655975713e-05,0.00602753433885949,0.00507001831992176,"Rnf7/Oxr1/Hsph1/Sod2/Nono/Ctnnb1/P4hb/Atf4/Atp2a2/Slc8a1/Pdcd10/Chd6/Prdx2/Mcl1/Selenos/Pdk1/Rhob/Mapkap1/Fancc/Axl/Src/Apex1/Pcgf2/Endog",24
"BP","GO:0006892","post-Golgi vesicle-mediated transport","13/878","99/23210",9.10358922403261e-05,0.00602753433885949,0.00507001831992176,"Rab14/Eps15/Nbea/Sptbn1/Nsf/Vamp3/Vamp4/Rab31/Rab10/Gosr2/Golph3/Dnm2/Plcb3",13
"BP","GO:0034101","erythrocyte homeostasis","16/878","142/23210",9.71784773686206e-05,0.00635067659894674,0.00534182717018761,"Hspa9/Rps6/B2m/Ptpn2/Rps17/Fech/Ank1/Acvr1b/Rcor1/Kmt2e/Ldb1/Kit/Axl/Rps24/Smap1/Ahsp",16
"BP","GO:0031333","negative regulation of protein complex assembly","16/878","143/23210",0.000105652893777886,0.00681596617295284,0.00573320223860835,"Crbn/Ddx3x/Ppm1a/Sptbn1/Rdx/Gsn/Vps35/Stmn1/Vdac2/Pfn2/Mtpn/Mapre1/Lamp2/Hip1r/Src/Pmepa1",16
"BP","GO:0006898","receptor-mediated endocytosis","21/878","222/23210",0.000113909861381348,0.00725272692884517,0.00610058049135772,"Ramp2/Aak1/Rab5a/Eps15/Wasl/B2m/Nsf/Canx/Hnrnpk/Vldlr/Rab31/Msr1/Dnm2/Ophn1/Hip1r/Sh3gl2/Cxcl16/Cxcr2/Smap1/Drd4/Atxn2",21
"BP","GO:0034329","cell junction assembly","20/878","206/23210",0.000115305674544438,0.00725272692884517,0.00610058049135772,"Ramp2/Gpm6b/Pmp22/Sorbs1/Ugt8a/Ctnna1/Nrp1/Gja1/Vmp1/Ctnnb1/Limch1/Slk/Flcn/Ophn1/Mmp14/Ldb1/Cdh13/Itgav/Fbf1/Src",20
"BP","GO:0045454","cell redox homeostasis","10/878","63/23210",0.000118212020943036,0.00734373937512785,0.00617713497351457,"Selenot/Tmx1/P4hb/Tmx2/Prdx2/Prdx4/Selenos/Gclc/Apex1/Sh3bgrl3",10
"BP","GO:0044403","symbiont process","28/878","343/23210",0.000123554137646387,0.00750639590426316,0.00631395237449631,"Ddx5/Rab5a/Eps15/Ddx3x/Vps4b/Eif3f/Eif3a/Rab9/Gsn/P4hb/Pabpc1/Pcbp1/Thoc7/Hspd1/Mphosph8/Thoc1/Rab1a/Ube2i/Pi4ka/Tardbp/Mcts1/Trim59/Axl/Itgav/Hcfc1/Ceacam1/Dag1/Lgals1",28
"BP","GO:0006091","generation of precursor metabolites and energy","30/878","379/23210",0.000124640151628065,0.00750639590426316,0.00631395237449631,"Sorbs1/Sucla2/Cox7a2l/Cox17/Mdh1/App/Sod2/Dlat/Ndufs6/Cycs/Oxct1/Ppp1r2/Sdha/Cs/Pdha1/Adh5/Fastkd2/Aco1/Pdhb/Flcn/Acox1/Coq9/Ndufv2/Ldha/Uqcrb/Gadd45gip1/Dlst/Ak4/Mup1/Cdk1",30
"BP","GO:1902307","positive regulation of sodium ion transmembrane transport","6/878","22/23210",0.000127714302639267,0.00750639590426316,0.00631395237449631,"Atp1b1/Kif5b/Wnk1/Dmd/Dnm2/Drd4",6
"BP","GO:0021696","cerebellar cortex morphogenesis","8/878","41/23210",0.000127908110710742,0.00750639590426316,0.00631395237449631,"Serpine2/Ptpn11/Usp9x/Agtpbp1/Ophn1/Ldb1/Cend1/Atxn2",8
"BP","GO:0002262","myeloid cell homeostasis","18/878","176/23210",0.000129362413801511,0.00750639590426316,0.00631395237449631,"Hspa9/Rps6/B2m/Ptpn2/Rps17/Fech/Ank1/Acvr1b/Rcor1/Kmt2e/Fancc/Ldb1/Kit/Axl/Rps24/Cxcr2/Smap1/Ahsp",18
"BP","GO:0021587","cerebellum morphogenesis","9/878","52/23210",0.000129780692303437,0.00750639590426316,0.00631395237449631,"Serpine2/Ptpn11/Usp9x/Agtpbp1/Ophn1/Ldb1/Cend1/Lmx1b/Atxn2",9
"BP","GO:0009895","negative regulation of catabolic process","25/878","294/23210",0.000148899028017787,0.00851431714756256,0.00716175827343926,"Wdr6/Rps7/Qk/Wac/Tbc1d14/Azin1/Serpine2/Hnrnpu/Vps35/March7/Pabpc1/Adora1/Rpl23/Usp7/Mycbp2/Smad4/Mcl1/Tardbp/Eif4g2/Rbm10/Becn1/Ophn1/Ubac2/Derl3/Bscl2",25
"BP","GO:0000209","protein polyubiquitination","19/878","194/23210",0.00015099223175022,0.00853699899064167,0.00718083694698564,"Ttc3/Mkrn1/Fbxw11/Rnf14/Rnf115/Ube2d3/March6/Sash1/Ctnnb1/March7/Chfr/Ube2d2a/Ube2b/Rnf34/Ddb2/Arih2/Ankib1/Rnf183/Rusc1",19
"CC","GO:0043209","myelin sheath","42/900","213/23436",1.53243682402505e-18,9.93019061968232e-16,6.85563842326996e-16,"Ndrg1/Plp1/Mpz/Rtn4/Pmp22/Atp1b1/Mobp/Hspa9/Eef1a1/Sucla2/Sept7/Slc25a3/Hsp90aa1/Atp5c1/Cldn11/Mdh1/Atp5a1/Cdc42/Rdx/Atp5h/Nsf/Sod2/Dlat/Mbp/Gsn/Cycs/Canx/Cct5/Vdac2/Slc25a4/Cct2/Sdha/Pdha1/Hspd1/Prdx2/Napg/Ndufv2/Calm3/Calm1/Calm2/Myo1d/Dlst",42
"CC","GO:0022627","cytosolic small ribosomal subunit","14/900","54/23436",1.06432444761744e-08,2.48969514019784e-06,1.71884411076037e-06,"Rps7/Rps8/Ddx3x/Rps4x/Rps6/Rps15a/Rps10/Rps25/Rps27l/Rps17/Rps13/Mcts1/Rps21/Rps24",14
"CC","GO:0022626","cytosolic ribosome","23/900","148/23436",1.15263663898048e-08,2.48969514019784e-06,1.71884411076037e-06,"Rpl17/Rpl30/Rps7/Rps8/Ddx3x/Rps4x/Rps6/Rps15a/Rplp1/Rplp2/Rpl15/Rps10/Rps25/Rps27l/Rpl22l1/Rpl23/Rpl13/Rps17/Rps13/Mcts1/Rps21/Rpl35a/Rps24",23
"CC","GO:0035770","ribonucleoprotein granule","27/900","209/23436",3.68997077436385e-08,5.97775265446943e-06,4.12694099764378e-06,"Hnrnpa2b1/Ddx3x/Samd4/G3bp2/Psmc2/Rps6/Mbnl1/Hnrnpa3/Tnrc6a/Snrpg/Grsf1/Hnrnpu/Btbd1/Pabpc1/Pcbp1/Psma2/Dhx30/Hnrnpk/Sumo1/Fastkd2/Eif4enif1/Pnrc2/Cnot2/Poldip3/Pum2/Kif5a/Atxn2",27
"CC","GO:0044445","cytosolic part","33/900","299/23436",5.84332256630724e-08,7.57294604593418e-06,5.22823598038016e-06,"Rpl17/Rpl30/Hnrnpa2b1/Rps7/Rps8/Ddx3x/Rps4x/Rps6/Cct4/Rps15a/Prkce/Rplp1/Rplp2/Rpl15/Rps10/Cct5/Psmc6/Rps25/Rps27l/Cct2/Rpl22l1/Hnrnpab/Rpl23/Rpl13/Rps17/Rps13/Mcts1/Rps21/Rpl35a/Plcb3/Sh3gl2/Rps24/Dag1",33
"CC","GO:0005743","mitochondrial inner membrane","41/900","433/23436",1.15531484869393e-07,1.24774003658944e-05,8.61418966131436e-06,"Slc25a36/Cox7a2l/Slc25a3/Cox6c/Higd1a/Atp5c1/Nnt/Atp5a1/Ndufa1/Atp5h/Sod2/Gatm/Ndufs6/Hadh/Vdac2/Slc25a4/Sdha/Fdx1/Micos10/Hspd1/Ndufa6/Fech/Slc25a51/Atp5j/Ndufs5/Ndufa3/Ndufb5/Coq9/Ndufa2/Ndufv2/Uqcrb/Pisd/Star/Eral1/Ndufa13/Src/Atp5j2/Timm44/Pet100/Hsd3b3/Endog",41
"CC","GO:0030176","integral component of endoplasmic reticulum membrane","20/900","141/23436",4.71659196847511e-07,4.21912722529917e-05,2.91281525463312e-05,"Rtn4/Scd2/Sec62/Elovl5/Derl1/B2m/March6/Insig2/Emc7/Tmem33/Elovl6/Itpr1/Selenos/Slc27a2/Gpat4/Rnf183/Fkbp8/H13/Derl3/Bscl2",20
"CC","GO:0019866","organelle inner membrane","42/900","475/23436",5.20879904357923e-07,4.21912722529917e-05,2.91281525463312e-05,"Slc25a36/Cox7a2l/Slc25a3/Cox6c/Higd1a/Atp5c1/Nnt/Atp5a1/Ndufa1/Atp5h/Sod2/Gatm/Ndufs6/Hadh/Vdac2/Slc25a4/Sdha/Fdx1/Micos10/Hspd1/Ndufa6/Fech/Itpr1/Slc25a51/Atp5j/Ndufs5/Ndufa3/Ndufb5/Coq9/Ndufa2/Ndufv2/Uqcrb/Pisd/Star/Eral1/Ndufa13/Src/Atp5j2/Timm44/Pet100/Hsd3b3/Endog",42
"CC","GO:0015935","small ribosomal subunit","15/900","85/23436",7.57466452907542e-07,4.95444892636469e-05,3.42046912557666e-05,"Rps7/Rps8/Ddx3x/Rps4x/Rps6/Rps15a/Rps10/Mrps9/Rps25/Rps27l/Rps17/Rps13/Mcts1/Rps21/Rps24",15
"CC","GO:1990204","oxidoreductase complex","17/900","108/23436",7.64575451599489e-07,4.95444892636469e-05,3.42046912557666e-05,"Ndufa1/Dlat/Ndufs6/P4hb/Sdha/Pdha1/Ndufa6/Pdhb/Ndufs5/Ndufa3/Ndufb5/Pdk1/Ndufa2/Ndufv2/Uqcrb/Dlst/Ndufa13",17
"CC","GO:0044391","ribosomal subunit","26/900","230/23436",9.24499008209222e-07,5.19678625675384e-05,3.58777478739503e-05,"Rpl17/Rpl30/Rps7/Rps8/Ddx3x/Rps4x/Rps6/Rps15a/Rplp1/Rplp2/Rpl15/Rps10/Mrps9/Rps25/Rps27l/Rpl22l1/Rpl23/Mrpl51/Rpl13/Rps17/Rps13/Mcts1/Rps21/Mrpl46/Rpl35a/Rps24",26
"CC","GO:0044455","mitochondrial membrane part","25/900","216/23436",9.62367825324785e-07,5.19678625675384e-05,3.58777478739503e-05,"Tomm20/Cox7a2l/Slc25a3/Atp5c1/Atp5a1/Ndufa1/Atp5h/Ndufs6/Scp2/Sdha/Fdx1/Micos10/Hspd1/Ndufa6/Atp5j/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Uqcrb/Star/Ndufa13/Atp5j2/Pet100",25
"CC","GO:0031227","intrinsic component of endoplasmic reticulum membrane","20/900","149/23436",1.15326422711275e-06,5.74857860899277e-05,3.96872304876856e-05,"Rtn4/Scd2/Sec62/Elovl5/Derl1/B2m/March6/Insig2/Emc7/Tmem33/Elovl6/Itpr1/Selenos/Slc27a2/Gpat4/Rnf183/Fkbp8/H13/Derl3/Bscl2",20
"CC","GO:0005681","spliceosomal complex","23/900","191/23436",1.30251254760984e-06,6.0287723632227e-05,4.16216415589611e-05,"Ddx5/Hnrnpa2b1/Luc7l3/Wac/Rheb/Ik/Hnrnpa3/Prpf4b/Snrpg/Hnrnpu/Snrpa1/Dhx15/Pabpc1/Hnrnpk/Sf3b6/Bcas2/Sf3b1/Ppp1r8/Luc7l2/Hnrnph1/Rbm28/Smu1/Tex16",23
"CC","GO:0005840","ribosome","28/900","265/23436",1.39787107989838e-06,6.03880306516101e-05,4.16908918566184e-05,"Rpl17/Rpl30/Rps7/Rps8/Ddx3x/Rps4x/Rps6/Rps15a/Rplp1/Rplp2/Rpl15/Canx/Rps10/Mrps9/Rps25/Rps27l/Rpl22l1/Rpl23/Mrpl51/Rpl13/Rps17/Rps13/Mcts1/Rps21/Mrpl46/Rpl35a/Gadd45gip1/Rps24",28
"CC","GO:0031252","cell leading edge","35/900","380/23436",1.82808448835759e-06,7.40374217784822e-05,5.11142044442088e-05,"Vim/Enah/Eef1a1/Aak1/Rab5a/Hsp90aa1/Wasl/Ctnna1/Frmd4b/Cdc42/Sptbn1/Rdx/App/Gsn/Itsn1/Ctnnb1/Atf4/Adora1/Slk/Antxr1/Ank1/Rasa1/Als2/Dnm2/Slc39a6/Sh3rf1/Pdlim7/Hip1r/Myo1d/Ldb1/Itgav/Src/Dag1/Gabra1/Cyth3",35
"CC","GO:0016607","nuclear speck","31/900","317/23436",2.03993546968711e-06,7.77575402563086e-05,5.3682512360187e-05,"Malat1/Luc7l3/Ik/Srsf11/Prpf4b/Hnrnpu/Snrpa1/Dhx15/Ddx39/Srsf3/Csnk1a1/Hspa1a/Pcbp1/Thoc7/Trip11/Dazap2/Hp1bp3/Bcas2/Thoc1/Sf3b1/Ppp1r8/Luc7l2/Morf4l1/Rbm10/Poldip3/Mbd1/Erbin/Lhpp/Ppp1r16b/Plag1/Apex1",31
"CC","GO:0016363","nuclear matrix","14/900","88/23436",6.27821962974211e-06,0.000226015906670716,0.000156037622376631,"Matr3/Hnrnpa2b1/Sorbs1/Tcerg1/Clic4/Hnrnpu/Sparc/Nono/Stag2/Dnmt3a/Sf3b1/Yy1/Mbd1/Lmna",14
"CC","GO:0034399","nuclear periphery","16/900","113/23436",6.64588045417992e-06,0.000226659501805715,0.000156481949752159,"Matr3/Hnrnpa2b1/Sorbs1/Tcerg1/Clic4/Hnrnpu/Sparc/Nono/Atf4/Stag2/Dnmt3a/Sf3b1/Yy1/Mbd1/Lmna/Dag1",16
"CC","GO:0045335","phagocytic vesicle","14/900","89/23436",7.19007915506976e-06,0.00023295856462426,0.00016083071794235,"Vim/Rab14/Rab5a/Kif5b/Cdc42/Rab9/Gsn/Vamp3/Vamp4/Rab31/Lamp2/Becn1/Zyx/Hrg",14
"CC","GO:0036464","cytoplasmic ribonucleoprotein granule","22/900","198/23436",8.25413792645014e-06,0.000245249728311771,0.000169316332898802,"Hnrnpa2b1/Ddx3x/Samd4/G3bp2/Psmc2/Rps6/Mbnl1/Tnrc6a/Snrpg/Hnrnpu/Btbd1/Pabpc1/Pcbp1/Psma2/Hnrnpk/Eif4enif1/Pnrc2/Cnot2/Poldip3/Pum2/Kif5a/Atxn2",22
"CC","GO:0098800","inner mitochondrial membrane protein complex","17/900","128/23436",8.3263796649058e-06,0.000245249728311771,0.000169316332898802,"Atp5c1/Atp5a1/Ndufa1/Atp5h/Ndufs6/Sdha/Micos10/Ndufa6/Atp5j/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Uqcrb/Ndufa13/Atp5j2",17
"CC","GO:0030139","endocytic vesicle","20/900","173/23436",1.16572930509325e-05,0.000328431560739315,0.000226743686345368,"Vim/Rab14/Rab5a/Eps15/Kif5b/Cdc42/Rab9/Gsn/Vamp3/Itsn1/Stx7/Vamp4/Rab31/Lamp2/Becn1/Dnm2/Hip1r/Rab17/Zyx/Hrg",20
"CC","GO:0071013","catalytic step 2 spliceosome","13/900","84/23436",1.81781331310465e-05,0.000490809594538254,0.000338846779855033,"Ddx5/Hnrnpa2b1/Prpf4b/Snrpg/Hnrnpu/Snrpa1/Pabpc1/Hnrnpk/Sf3b6/Bcas2/Sf3b1/Hnrnph1/Tex16",13
"CC","GO:0005769","early endosome","25/900","263/23436",3.12978310847682e-05,0.000802888548350976,0.000554300898390456,"Rab14/Dner/Rab5a/Eps15/Nrp1/Derl1/App/Gja1/Vps35/Stx7/Hspd1/Rab31/Cmtm6/Rab1a/Sh3glb1/Als2/Vps26a/Rhob/H2-Ab1/Rab17/Sh3gl2/Vipas39/Bace1/Pmepa1/Rusc1",25
"CC","GO:0045177","apical part of cell","34/900","416/23436",3.22146639770453e-05,0.000802888548350976,0.000554300898390456,"Atp1b1/Rab14/Hsp90aa1/Eps15/Clic4/Tjp1/Cdc42/Slc4a10/Rdx/App/Gja1/Vamp3/Ctnnb1/Usp9x/Hspa1a/Myl12b/Cldnd1/Atp6v1c1/Hsd11b1/Vldlr/Prom1/Shroom3/Dram2/Emp2/Muc13/Rhcg/Hip1r/Rab17/Trpm6/Fzd3/Slc22a13/Ceacam1/Slc9a3r2/Clcnka",34
"CC","GO:0070469","respiratory chain","13/900","89/23436",3.42302742992013e-05,0.000816957761851936,0.000564014049361717,"Cox7a2l/Higd1a/Ndufa1/Ndufs6/Sdha/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Uqcrb/Ndufa13",13
"CC","GO:0005746","mitochondrial respiratory chain","12/900","77/23436",3.53006440306392e-05,0.000816957761851936,0.000564014049361717,"Cox7a2l/Ndufa1/Ndufs6/Sdha/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Uqcrb/Ndufa13",12
"CC","GO:0012506","vesicle membrane","29/900","332/23436",3.67146753525637e-05,0.000820383090636597,0.000566378839377118,"Cpe/Tmed2/Rab14/Rab5a/Eps15/Rab9/Sparc/Vamp3/Sh3bp5/Stx7/Atp2a2/Slc2a3/Mff/Trip11/Vamp4/Tmed10/Rab31/Rab10/Itpr1/Lamp2/Gosr2/Calm3/Calm1/Calm2/Hip1r/Sh3gl2/Rab3b/Hrg/Drd4",29
"CC","GO:0030659","cytoplasmic vesicle membrane","27/900","306/23436",5.66464926748416e-05,0.00122356424177658,0.000844728399537112,"Cpe/Tmed2/Rab14/Rab5a/Eps15/Rab9/Sparc/Vamp3/Sh3bp5/Stx7/Slc2a3/Mff/Trip11/Vamp4/Tmed10/Rab31/Rab10/Itpr1/Lamp2/Gosr2/Calm3/Calm1/Calm2/Hip1r/Sh3gl2/Rab3b/Hrg",27
"CC","GO:0016323","basolateral plasma membrane","22/900","229/23436",7.82817132457064e-05,0.00163634032849089,0.00112970214361376,"Mpz/Atp1b1/Hsp90aa1/Eps15/Tjp1/Slc4a10/Ctnnb1/Hspa1a/Adora1/Slc8a1/Ndrg4/Itga6/Adam9/Slc41a1/Erbin/Rhcg/Myo1d/Rab17/Ceacam1/Dag1/Clcnka/Lin7b",22
"CC","GO:0005912","adherens junction","26/900","297/23436",8.78735787035458e-05,0.0017794399687468,0.00122849575490155,"Ndrg1/Enah/Sorbs1/Adam10/Ctnna1/Nrp1/Tjp1/Frmd4b/Rdx/Gsn/Gja1/Ctnnb1/Atp2a2/Dctn4/Itga6/Mapre1/Shroom3/Pdlim7/Itgbl1/Cdh13/Itgav/Zyx/Ceacam1/Dag1/Cyth3/Lin7b",26
"CC","GO:0000803","sex chromosome","8/900","39/23436",9.78050069587172e-05,0.00190907586045249,0.00131799421814865,"Hnrnpu/Usp7/Xist/Sumo1/H3f3a/Dnmt3a/Ube2b/Pcgf2",8
"CC","GO:0005747","mitochondrial respiratory chain complex I","9/900","50/23436",0.000106059770025138,0.00190907586045249,0.00131799421814865,"Ndufa1/Ndufs6/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Ndufa13",9
"CC","GO:0030964","NADH dehydrogenase complex","9/900","50/23436",0.000106059770025138,0.00190907586045249,0.00131799421814865,"Ndufa1/Ndufs6/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Ndufa13",9
"CC","GO:0045271","respiratory chain complex I","9/900","50/23436",0.000106059770025138,0.00190907586045249,0.00131799421814865,"Ndufa1/Ndufs6/Ndufa6/Ndufs5/Ndufa3/Ndufb5/Ndufa2/Ndufv2/Ndufa13",9
"CC","GO:0099572","postsynaptic specialization","33/900","429/23436",0.000133857954836832,0.00234432310092614,0.00161848167299157,"Rtn4/Rpl30/Cnn3/Adam10/Rheb/Ptch1/Eif3a/Prnp/Sptbn1/Nsf/Hnrnpa3/Vps35/Ctnnb1/Rps25/Adora1/Rpl23/Map4/Egln1/Hnrnpk/Srgn/Camk2g/Rps13/Itpr1/Eif4g2/Als2/Gphn/Erbin/Dnm2/Hip1r/Clstn2/Src/Gabra1/Kcnab2",33
"CC","GO:0033267","axon part","34/900","448/23436",0.000137914372989509,0.00235180299203162,0.00162364566538895,"Rtn4/Sept7/Aak1/Rab5a/Hsp90aa1/Ptch1/Kif5b/Nrp1/Sptbn1/Slc4a10/App/Mbp/Itsn1/Usp9x/Adora1/Ppp1r2/Pfn2/Hnrnpk/Iqschfp/Ank1/Als2/Anxa5/Dnm2/Dctn2/Ophn1/Calm3/Calm1/Calm2/Myo1d/Kif5a/Pnmt/Dag1/Drd4/Kcnab2",34
"CC","GO:0098589","membrane region","30/900","377/23436",0.000147731820440961,0.00245462101655751,0.0016946295192283,"Cpe/Gpm6b/Atp1b1/Sorbs1/Rab5a/Ptch1/Ctnna1/Atp5a1/Prnp/App/Gja1/Ctnnb1/Hspa1a/Vdac2/Slc25a4/Slc2a3/Gnai2/Trip11/Adcy2/Hspd1/Itpr1/Lamtor3/Dmd/Lamp2/Emp2/Gnai1/Myo1d/Cdh13/Src/Dag1",30
"CC","GO:0098984","neuron to neuron synapse","32/900","418/23436",0.000183339515531941,0.00286038820825986,0.00197476443877589,"Rtn4/Rpl30/Cnn3/Adam10/Rheb/Ptch1/Eif3a/Prnp/Sptbn1/Nsf/Hnrnpa3/Vps35/Ctnnb1/Rps25/Adora1/Rpl23/Map4/Egln1/Hnrnpk/Camk2g/Rps13/Itpr1/Eif4g2/Als2/Gphn/Dnm2/Hip1r/Sh3gl2/Clstn2/Src/Bace1/Kcnab2",32
"CC","GO:0070161","anchoring junction","26/900","311/23436",0.000184664771272821,0.00286038820825986,0.00197476443877589,"Ndrg1/Enah/Sorbs1/Adam10/Ctnna1/Nrp1/Tjp1/Frmd4b/Rdx/Gsn/Gja1/Ctnnb1/Atp2a2/Dctn4/Itga6/Mapre1/Shroom3/Pdlim7/Itgbl1/Cdh13/Itgav/Zyx/Ceacam1/Dag1/Cyth3/Lin7b",26
"CC","GO:0045121","membrane raft","29/900","364/23436",0.000185395532016843,0.00286038820825986,0.00197476443877589,"Cpe/Gpm6b/Atp1b1/Sorbs1/Rab5a/Ptch1/Ctnna1/Atp5a1/Prnp/App/Gja1/Ctnnb1/Hspa1a/Vdac2/Slc25a4/Slc2a3/Gnai2/Adcy2/Hspd1/Itpr1/Lamtor3/Dmd/Lamp2/Emp2/Gnai1/Myo1d/Cdh13/Src/Dag1",29
"CC","GO:0098857","membrane microdomain","29/900","365/23436",0.000194216197578168,0.00292679293094542,0.00202060915473003,"Cpe/Gpm6b/Atp1b1/Sorbs1/Rab5a/Ptch1/Ctnna1/Atp5a1/Prnp/App/Gja1/Ctnnb1/Hspa1a/Vdac2/Slc25a4/Slc2a3/Gnai2/Adcy2/Hspd1/Itpr1/Lamtor3/Dmd/Lamp2/Emp2/Gnai1/Myo1d/Cdh13/Src/Dag1",29
"CC","GO:0005874","microtubule","32/900","420/23436",0.000199788870455812,0.00294234518307651,0.0020313461709024,"Ndrg1/Csnk1d/Tbca/Hsph1/Kif5b/Eif3a/Cct4/Hnrnpu/Stmn1/Cct5/Cct2/Kifap3/Slc8a1/Igbp1/Map4/Dync1i2/Mapre1/Selenos/Shroom3/Ino80/Slain2/Dnm2/Dctn2/Sept9/Klc2/Kif5a/Kif17/Tppp3/Cdk1/Mark4/Rusc1/Kcnab2",32
"CC","GO:0005911","cell-cell junction","35/900","477/23436",0.00021169876279324,0.00304846218422265,0.0021046075833246,"Ndrg1/Pmp22/Atp1b1/Sorbs1/Cldn11/Ctnna1/Clic4/Tjp1/Frmd4b/Cdc42/Rdx/App/Gja1/Ctnnb1/Atp2a2/Slc8a1/Ywhah/Ppp3ca/Flcn/Itga6/Shroom3/Tmem47/Anxa5/Rap2c/Pdlim7/Cdh13/Kit/Zyx/Fbf1/Pcdh1/Ceacam1/Dag1/Cyth3/Plxdc1/Lin7b",35
